book_title,story_title,latitude,longitude,location,city,state,country,continent,century,decade,initial_date,final_date,unbuilt,architect,pg_gh,pg_img_gh,count_img_gh,fp_gh,pg_fp_gh,count_gh,pg_ha,pg_img_ha,count_img_ha,fp_ha,pg_fp_ha,count_ha,pg_mm,pg_img_mm,count_img_mm,fp_mm,pg_fp_mm,count_mm,pg_wh,pg_img_wh,count_img_wh,fp_wh,pg_fp_wh,count_wh
A World History of Architecture,St. Andrew at Greensted,51.70436, 0.22555,"Greensted, England",Greensted,,England,Europe,11,,1000,,N,,,,,,,,,,,,,,,,,,,,"198,200",198,2,N,,4
A World History of Architecture,Chenonceau Château,47.324721, 1.07041,"Chenonceau, France",Chenonceau,,France,Europe,16,,1515,,N,"Philibert de l'Orme, Jean Bullant",,,,,,,,,,,,,,,,,,,341-343,343,1,N,,2
A World History of Architecture,Blois Château,47.585501, 1.33095,"Blois, France",Blois,,France,Europe,16,,1515,1524,N,,,,,,,,,,,,,,,,,,,,341-343,342,1,N,,2
A World History of Architecture,St. Sernin,43.6084, 1.442,"Toulouse, France",Toulouse,,France,Europe,11,,1077,1119,N,,,,,,,,,,,,,,,,,,,,"190-191,210-211,214","190,210-211",4,Y,210,6
A World History of Architecture,Notre-Dame Cathedral,48.447222, 1.487778,"Chartres, France",Chartres,,France,Europe,12,,1194,1230,N,,,,,,,,,,,,,,,,,,,,"228-229,236-240","228,236-239",7,N,,8
A World History of Architecture,S. Andrea,45.158889, 10.794167,"Mantua, Italy",Mantua,,Italy,Europe,15,,1472,1494,N,Leon Battista Alberti,,,,,,,,,,,,,,,,,,,"354,306-308",306,2,Y,306,4
A World History of Architecture,Die Wies,47.681111, 10.9,"Munich, Germany",Munich,,Germany,Europe,18,,1746,1754,N,Dominikus Zimmerman,,,,,,,,,,,,,,,,,,,377,377,1,N,,2
A World History of Architecture,The Great Mosque in Xian,34.263306, 108.936389,"Xian, Shaanxi, China",Xian,Shaanxi,China,Asia,14,,1392,,N,,,,,,,,,,,,,,,,,,,,179-180,179,1,N,,2
A World History of Architecture,Laurentian Library,43.775144, 11.253572,"Florence, Italy",Florence,,Italy,Europe,16,,1524,,N,Michelangelo Buonarroti,,,,,,,,,,,,,,,,,,,323-325,324,2,N,,3
A World History of Architecture,The New Sacristy,43.775144, 11.253572,"Florence, Italy",Florence,,Italy,Europe,,,,,N,Michelangelo Buonarroti,,,,,,,,,,,,,,,,,,,323,,,N,,1
"A Global History of Architecture, A History of Architecture: Settings and Rituals, A World History of Architecture",S. Lorenzo,43.774917, 11.253861,"Florence, Italy",Florence,,Italy,Europe,15,1420,1421,1460,N,"Filippo Brunelleschi, Michelangelo Buonarroti",477,477,3,Y,477,2,381-382,381-382,1,N,,3,,,,,,,"299-300,323",300,2,Y,300,8
A World History of Architecture,The Uffizi,43.767786, 11.255311,"Florence, Italy",Florence,,Italy,Europe,16,,1560,,N,Giorgio Vasari,,,,,,,,,,,,,,,,,,,321-322,321,1,N,,2
A World History of Architecture,S. Maria degli Angeli,43.774525, 11.260875,"Florence, Italy",Florence,,Italy,Europe,15,,1436,,Y,Filippo Brunelleschi,,,,,,,,,,,,,,,,,,,301,301,1,N,,2
A World History of Architecture,Foundling Hospital,43.776389, 11.261111,"Florence, Italy",Florence,,Italy,Europe,15,,1439,1444,N,Filippo Brunelleschi,,,,,,,,,,,,,,,,,,,299,299,1,N,,2
"A Global History of Architecture, A World History of Architecture",Pazzi Chapel,43.768006, 11.262989,"Florence, Italy",Florence,,Italy,Europe,15,1420,1429,1433,N,Filippo Brunelleschi,474,474,3,Y,474,2,,,,,,,,,,,,,"294-295,300-301,545","295,300-301",3,Y,301,6
A World History of Architecture,S. Miniato al Monte,43.759758, 11.264731,"Florence, Italy",Florence,,Italy,Europe,11,,1062,1090,N,,,,,,,,,,,,,,,,,,,,207,207,2,Y,207,3
A World History of Architecture,Municipal Stadium,43.780822, 11.282258,"Florence, Italy",Florence,,Italy,Europe,20,,1929,1932,N,Pier Luigi Nervi,,,,,,,,,,,,,,,,,,,505,,,N,,1
A World History of Architecture,Villa Americo-Capra,45.5315, 11.5603,"Vicenza, Italy",Vicenza,,Italy,Europe,16,,1556,1557,N,Andrea Palladio,,,,,,,,,,,,,,,,,,,333-335,334,2,Y,334,3
A World History of Architecture,Great Stupa Shrine,-7.608, 110.204,"Borobudur, Indonesia",Borobudur,,Indonesia,Asia,9,,800,850,N,,,,,,,,,,,,,,,,,,,,75-76,75,1,Y,75,2
A World History of Architecture,"Jinci, the Hall of the Sacred Mother",37.7079, 112.4424,"Taiyuan, China",Taiyuan,,China,Asia,11,,1023,1032,N,,,,,,,,,,,,,,,,,,,,92-93,93,2,N,,3
A World History of Architecture,Nanchan Temple,38.701111, 113.,"Shaanxi, China",Shaanxi,,China,Asia,8,,782,,N,,,,,,,,,,,,,,,,,,,,91,91,2,Y,91,3
A World History of Architecture,Foguang Temple,38.869167, 113.387778,"Shaanxi, China",Shaanxi,,China,Asia,9,,857,,N,,,,,,,,,,,,,,,,,,,,92,92,2,N,,3
A World History of Architecture,Hong Kong Bank,22.28, 114.159444,"Hong Kong, China",Hong Kong,,China,Asia,20,,1986,,N,Norman Foster,,,,,,,,,,,,,,,,,,,555-556,556,1,N,,2
A World History of Architecture,Imperial and Forbidden Cities,39.915987, 116.397925,"Beijing, China",Beijing,,China,Asia,15,,,,N,,,,,,,,,,,,,,,,,,,,95-96,95-96,2,Y,95,3
A World History of Architecture,Villa Lante,42.425833, 12.154722,"Vagnaia, Italy",Bagnaia,,Italy,Europe,16,,1566,,N,"Giacomo Barozzi da Vignola, Plan and section of the Villa Lante, Bagnala, begun 1566.",,,,,,,,,,,,,,,,,,,339-340,340,1,Y,340,2
A World History of Architecture,Baptistery of the Orthodox,44.415556, 12.197222,"Ravenna, Italy",Ravenna,,Italy,Europe,5,,458,,N,,,,,,,,,,,,,,,,,,,,143,145,2,N,,3
A World History of Architecture,S. Apollinare Nuovo,44.414278, 12.205944,"Ravenna, Italy",Ravenna,,Italy,Europe,5,,490,,N,,,,,,,,,,,,,,,,,,,,"142-144,170",142-144,3,Y,144,6
A World History of Architecture,S. Apollinare in Classe,44.380274, 12.233002,"Ravenna, Italy",Ravenna,,Italy,Europe,6,,532,549,N,,,,,,,,,,,,,,,,,,,,148-149,148-149,2,N,,3
A World History of Architecture,Palazzo Vendramini-Calergi,45.442222, 12.329722,"Venice, Italy",Venice,,Italy,Europe,16,,1500,1510,N,Mauro Coducci,,,,,,,,,,,,,,,,,,,336,,,N,,1
A World History of Architecture,La Zecca,45.433333, 12.339167,"Venice, Italy",Venice,,Italy,Europe,16,,1536,,N,Jacopo Sansovino,,,,,,,,,,,,,,,,,,,338,,1,N,,2
A World History of Architecture,SS. Giovanni e Paolo,45.4392, 12.3421,"Venice, italy",Venice,,Italy,Europe,14,,1333,1430,N,,,,,,,,,,,,,,,,,,,,259-260,260,2,N,,3
A World History of Architecture,S. Giorgio Maggiore,45.42795, 12.344184,"Venice, Italy",Venice,,Italy,Europe,16,,1565,,N,Andrea Palladio,,,,,,,,,,,,,,,,,,,335-336,335,1,N,,2
A World History of Architecture,Arch of Augustus,43.114444, 12.389722,"Perugia, Italy",Perugia,,Italy,Europe,-4,,-310,,N,,,,,,,,,,,,,,,,,,,,"112-113, 305, 436",113,1,N,,4
A World History of Architecture,S. Fortunato,42.780292, 12.40585,"Todi, Italy",Todi,,Italy,Europe,13,,1292,,N,,,,,,,,,,,,,,,,,,,,259,259,1,N,,2
"A History of Architecture: Settings and Rituals, A World History of Architecture",St. Peter's (Old),41.902222, 12.453333,"Rome, Italy",Rome,,Italy,Europe,4,320,318,322,N,,,,,,,,"260,281","260,281",2,Y,281,2,,,,,,,"143-144,194",144,2,Y,144,4
A World History of Architecture,The Belvedere Courtyard,41.904167, 12.454722,"Rome, Italy",Rome,,Italy,Europe,16,,1505,,N,Donato Bramante,,,,,,,,,,,,,,,,,,,"318-319,339",318-319,2,N,,4
A World History of Architecture,Scala Regia,41.902778, 12.455,"Rome, Italy",Rome,,Italy,Europe,17,,1663,1666,N,Gianlorenzo Bernini,,,,,,,,,,,,,,,,,,,360,360,1,Y,360,2
"A History of Architecture: Settings and Rituals, A World History of Architecture",Palazzo Farnese,41.894722, 12.470833,"Rome, Italy",Rome,,Italy,Europe,16,1520,1517,1546,N,"Antonio da Sangallo the Younger, Michelangelo Buonarroti",,,,,,,490,,1,N,,1,,,,,,,326-327,327,1,N,,2
A World History of Architecture,S. Agnese,41.898878, 12.472763,"Rome, Italy",Rome,,Italy,Europe,17,,1644,,N,"Gianlorenzo Bernini, Francesco Borromini",,,,,,,,,,,,,,,,,,,"366,374,392,365-368",,1,N,,4
A World History of Architecture,S. Ivo della Sapienza,41.898221, 12.474734,"Rome, Italy",Rome,,Italy,Europe,17,,1642,,N,Francesco Borromini,,,,,,,,,,,,,,,,,,,"363-365,370,372",,4,Y,,7
A World History of Architecture,S. Maria dei Miracoli,41.9099, 12.4767,"Rome, Italy",Rome,,Italy,Europe,17,,1662,1679,N,"Carlo Rainaldi, Gianlorenzo Bernini",,,,,,,,,,,,,,,,,,,368-370,368,1,N,,2
A World History of Architecture,Arch of Septimus Severus,41.892758, 12.484744,"Rome, Italy",Rome,,Italy,Europe,3,,203,,N,,,,,,,,,,,,,,,,,,,,121,,,N,,1
A World History of Architecture,Imperial Fora,41.8944, 12.4856,"Rome, Italy",Rome,,Italy,Europe,1,,,,N,"Trajan, Augustus, Caesar",,,,,,,,,,,,,,,,,,,118-120,,1,Y,,2
A World History of Architecture,Trajan's Markets,41.89561, 12.48619,"Rome, Italy",Rome,,Italy,Europe,2,,100,14,N,Trajan,,,,,,,,,,,,,,,,,,,120-121,120-121,3,N,,4
A World History of Architecture,S. Susanna,41.90425, 12.493639,"Rome, Italy",Rome,,Italy,Europe,16,,1596,1603,N,Carlo Maderno,,,,,,,,,,,,,,,,,,,355,355,1,N,,2
A World History of Architecture,Sforza Chapel,41.8975, 12.498611,"Rome, Italy",Rome,,Italy,Europe,16,,1564,,N,Michelangelo Buonarroti,,,,,,,,,,,,,,,,,,,329-330,330,1,N,,2
A World History of Architecture,St. John Lateran,41.885906, 12.506156,"Rome, Italy",Rome,,Italy,Europe,4,,313,,N,,,,,,,,,,,,,,,,,,,,142,,,N,,1
A World History of Architecture,Aqua Appia,41.889444, 12.511111,"Rome, Italy",Rome,,Italy,Europe,-4,,-312,,N,,,,,,,,,,,,,,,,,,,,115,,,N,,1
A World History of Architecture,Aqua Claudia,41.846, 12.561,"Rome, Italy",Rome,,Italy,Europe,1,,38,,N,,,,,,,,,,,,,,,,,,,,115,,,N,,1
A World History of Architecture,Palazzo Urbino,43.723333, 12.637778,"Urbino, Italy",Urbino,,Italy,Europe,15,,1465,1472,N,Francesco di Giorgio,,,,,,,,,,,,,,,,,,,310-311,310,2,N,,3
A World History of Architecture,Chinese Garden,31.317528, 120.588111,"Suzhou, China",Suzhou,,China,Asia,16,,1522,1666,N,,,,,,,,,,,,,,,,,,,,97,97,1,N,,1
A World History of Architecture,Garden of the Master of the Fishing Nets,31.300333, 120.629889,"Suzhou, China",Suzhou,,China,Asia,18,,,,N,,,,,,,,,,,,,,,,,,,,98-99,98-99,2,Y,98,3
A World History of Architecture,Egret's Castle,34.839444, 134.693889,"Himeji, Japan",Himeji,,Japan,Asia,17,,1609,,N,,,,,,,,,,,,,,,,,,,,106-107,106,2,Y,106,3
A World History of Architecture,Horiyuji Temple,34.614275, 135.734236,"Nara, Japan",Nara,,Japan,Asia,7,,670,714,N,,,,,,,,,,,,,,,,,,,,100-101,100-101,3,Y,100,4
A World History of Architecture,Heian,35, 135.766667,"Heian, Japan",Kyoto,,Japan,Asia,8,,794,,N,,,,,,,,,,,,,,,,,,,,104,104,1,Y,104,2
A World History of Architecture,Heijo,34.691111, 135.794722,"Heijo, Japan",Kyoto,,Japan,Asia,8,,710,784,N,,,,,,,,,,,,,,,,,,,,104,,,N,,1
A World History of Architecture,Monastery of Todaiji,34.689167, 135.839722,"Nara, Japan",Nara,,Japan,Asia,13,,1200,,N,,,,,,,,,,,,,,,,,,,,100-101,101,1,N,,2
A World History of Architecture,Ise Shrine at Uji-Yamada,34.455, 136.725833,"Uji-Yamada, Japan",Uji-Yamada,,Japan,Asia,7,,690,Present,N,,,,,,,,,,,,,,,,,,,,102-103,103,3,Y,103,4
A World History of Architecture,Jizodo of Shofukuji,35.764764, 139.459472,"Tokyo, Japan",Tokyo,,Japan,Asia,15,,1404,,N,,,,,,,,,,,,,,,,,,,,107,,,,,1
A World History of Architecture,St. Nicholas on the Lesser Side,50.088, 14.4032,"Prague, Czech Republic",Prague,,Czech Republic,Europe,18,,1703,1711,N,Christoph Dientzenhofer,,,,,,,,,,,,,,,,,,,376,376,1,N,,2
A World History of Architecture,National Nederlander Office Building,50.075556, 14.414167,"Prague, Czech Republic",Prague,,Czech Republic,Europe,20,,1997,,N,Frank Gehry,,,,,,,,,,,,,,,,,,,562,562,1,N,,2
A World History of Architecture,Pompeii,40.75, 14.486111,"Pompeii, Italy",Pompeii,,Italy,Europe,6,,,,N,,,,,,,,,,,,,,,,,,,,"116-118,121",117,1,Y,117,3
A World History of Architecture,Temple of Hera at Paestum,40.4199, 15.0053,"Paestum, Greece",Paestum,,Greece,Europe,-6,,-550,,N,,,,,,,,,,,,,,,,,,,,48-51,"48,50",2,Y,48,4
A World History of Architecture,St. Barbara Church,49.945, 15.263611,"Kutná Hora, Czech Republic",Kutná Hora,,Czech Republic,Europe,14,,1368,1512,N,"Johann Parler, Matej Rejsek, Benedikt Ried",,,,,,,,,,,,,,,,,,,255-257,256-257,4,N,,5
A World History of Architecture,Abbey of Melk,48.228056, 15.333889,"Melk, Austria",Melk,,Austria,Europe,18,,1702,1714,N,Jacob Prandtauer,,,,,,,,,,,,,,,,,,,375,,1,N,,2
A World History of Architecture,Secession Building,48.200465, 16.365746,"Vienna, Austria",Vienna,,Austria,Europe,19,,1898,1899,N,Josef Maria Olbrich,,,,,,,,,,,,,,,,,,,461-462,462,1,N,,2
A World History of Architecture,Goldman and Salatsch Store,48.208333, 16.366667,"Vienna, Austria",Vienna,,Austria,Europe,20,,1910,,N,Adolf Loos,,,,,,,,,,,,,,,,,,,479,479,1,N,,2
A World History of Architecture,Vienna Subway Station,48.200278, 16.370278,"Vienna, Austria",Vienna,,Austria,Europe,19-20,,1894,1901,N,Otto Wagner,,,,,,,,,,,,,,,,,,,460,,,N,,1
A World History of Architecture,Postal Savings Bank,48.21, 16.380278,"Vienna, Austria",Vienna,,Austria,Europe,20,,1904,1912,N,Otto Wagner,,,,,,,,,,,,,,,,,,,460-461,,2,N,,3
A World History of Architecture,Revel,43.4594, 2.0047,"Revel, France",Revel,,France,Europe,13,,1220,1375,N,,,,,,,,,,,,,,,,,,,,269-270,270,1,Y,270,2
A World History of Architecture,Parc Güell,41.413611, 2.152778,"Barcelona, Spain",Barcelona,,Spain,Europe,20,,1900,1914,N,Antonio Gaudí,,,,,,,,,,,,,,,,,,,456-457,456-457,2,N,,3
A World History of Architecture,Maisons-sur-Seine Château,48.947222, 2.153889,"Maisons-sur-Seine, France",Maisons-sur-Seine,,France,Europe,17,,1642,1651,N,François Mansart,,,,,,,,,,,,,,,,,,,382-384,383-384,2,Y,383,3
"A Global History of Architecture, A World History of Architecture",Church of the Sagrada Familia,41.40369, 2.17433,"Barcelona, Spain",Barcelona,,Spain,Europe,19,,1882,,N,Antonio Gaudí,695,,,,,1,,,,,,,,,,,,,455-456,455,1,N,,2
A World History of Architecture,Castel Béranger,48.8524, 2.2746,"Paris, France",Paris,,France,Europe,19,,1894,1898,N,Hector Guimard,,,,,,,,,,,,,,,,,,,454,,,N,,1
A World History of Architecture,Oratory at Germigny-des-Prés,47.8458, 2.3,"Germigny-des-Prés, France",Germigny-des-Prés,,France,Europe,9,,806,810,N,,,,,,,,,,,,,,,,,,,,194-195,194-195,3,Y,195,4
A World History of Architecture,Comédie-Française,48.8635, 2.3362,"Paris, France",Paris,,France,Europe,18,,1770,,N,"Marie-Joseph Peyre, Chalres de Wailly",,,,,,,,,,,,,,,,,,,411,411,1,N,,2
A World History of Architecture,Hôtel de Thelluson,48.874681, 2.338264,"Paris, France",Paris,,France,Europe,18,,1778,1783,N,Claude-Nicolas Ledoux,,,,,,,,,,,,,,,,,,,407-408,408,3,Y,408,4
A World History of Architecture,Hôtel des Monnaies,48.856944, 2.339167,"Paris, France",Paris,,France,Europe,18,,1768,1775,N,Jacques-Denis Antoine,,,,,,,,,,,,,,,,,,,411,411-412,2,Y,411,3
A World History of Architecture,Ecole de Chirurgie,48.851389, 2.340556,"Paris, France",Paris,,France,Europe,18,,1769,1774,N,Jacques Gondoin,,,,,,,,,,,,,,,,,,,411-413,412,2,Y,412,3
A World History of Architecture,Notre-Dame at Paris,48.853, 2.3498,"Paris, France",Paris,,France,Europe,12,,1163,1250,N,,,,,,,,,,,,,,,,,,,,231-236,"231,234-235",6,Y,231,7
A World History of Architecture,Métro Entrance,48.856613, 2.352222,"Paris, France",Paris,,France,Europe,19,,1899,1904,N,Hector Guimard,,,,,,,,,,,,,,,,,,,454,454,1,N,,2
"A History of Architecture: Settings and Rituals, A World History of Architecture",Abbey Church of St. Denis,48.935556, 2.359722,"Paris, France",Paris,,France,Europe,12,1130,1137,1140,N,,,,,,,,330-331,330-331,2,N,330,2,,,,,,,"230-232,237-238",,3,N,,5
A World History of Architecture,St. Marie de la Visitation,48.853361, 2.36625,"Paris, France",Paris,,France,Europe,17,,1632,,N,François Mansart,,,,,,,,,,,,,,,,,,,382-384,382-383,2,Y,382,3
"A History of Architecture: Settings and Rituals, A World History of Architecture",St. Foy,44.6003, 2.3972,"Conques, France",Conques,,France,Europe,11,1050,1050,1130,N,,,,,,,,302-307,302-307,7,Y,303,6,,,,,,,210-212,210-212,5,Y,210,6
A World History of Architecture,Monastery of St. Martin at Canigou,42.528144, 2.400892,"Casteil, France",Casteil,,France,Europe,11,,1001,1026,N,Count of Cerdagne,,,,,,,,,,,,,,,,,,,202-203,203,3,N,,4
A World History of Architecture,Vaux-le-Vicomte Château,48.564851, 2.714,"Vaux-le-Vicomte, France",Vaux-le-Vicomte,,France,Europe,17,,1657,1661,N,"Louis Le Vau, Charles Lebrun, André Le Nôtre",,,,,,,,,,,,,,,,,,,384-385,385,1,N,,2
A World History of Architecture,Newport Bay Club Hotel,48.865556, 2.789167,"Chessy, France",Chessy,,France,Europe,20,,1988,1992,N,Robert A.M. Stern,,,,,,,,,,,,,,,,,,,549,549,1,N,,2
A World History of Architecture,Temple of Apollo Epicurius at Bassai,37.435, 21.896944,"Bassai, Greece",Bassai,,Greece,Europe,-5,,-430,,N,,,,,,,,,,,,,,,,,,,,"48-50, 57",48,2,Y,48,3
A World History of Architecture,Temple of the Sibyl,51.415, 21.955278,"Tivoli, Italy",Tivoli,,Italy,Europe,-1,,-25,,N,,,,,,,,,,,,,,,,,,,,123,,,N,,1
A World History of Architecture,Tuberculosis Sanatorium,60.465, 22.734722,"Paimio, Finland",Paimio,,Finland,Europe,20,,1929,1933,N,Alvar Aalto,,,,,,,,,,,,,,,,,,,533-535,535,2,Y,535,3
A World History of Architecture,Hosios Loukas Monastery,38.4, 22.75,"Hosios Lukas, Greece",Hosios Lukas,,Greece,Europe,10,,980,1025,N,,,,,,,,,,,,,,,,,,,,"150,153-155,159","150,155",2,Y,150,4
A World History of Architecture,The Lion Gate,37.730833, 22.756167,"Mycenae, Greece",Mycenae,,Greece,Europe,-14,,-1300,,N,,,,,,,,,,,,,,,,,,,,43-44,44,1,N,,1
A World History of Architecture,Palace at Tiryns,37.599444, 22.8,"Tiryns, Greece",Tiryns,,Greece,Europe,-14,,-1300,,N,,,,,,,,,,,,,,,,,,,,"43-44,46-47","43-44,46-47",3,Y,43,3
A World History of Architecture,Zamość,50.716667, 23.252778,"Zamość, Poland",Zamość,,Poland,Europe,16,,1579,,N,Bernardo Morando,,,,,,,,,,,,,,,,,,,308-309,,2,N,,3
A World History of Architecture,Municipal Library,60.709049, 28.747047,"Viipuri, Finland",Viipuri,,Finland,Europe,20,,1930,1935,N,Alvar Aalto,,,,,,,,,,,,,,,,,,,533-534,534,3,N,,4
A World History of Architecture,Mosque of Süleyman the Magnificent,41.016111, 28.963889,"Istanbul, Turkey",Istanbul,,Turkey,Asia,16,,1550,1557,N,Koca Sinan,,,,,,,,,,,,,,,,,,,181-182,182,2,Y,182,3
A World History of Architecture,SS. Sergius and Bacchus,41.002778, 28.971944,"Constantinople, Turkey",Constantinople,,Turkey,Asia,6,,527,536,N,,,,,,,,,,,,,,,,,,,,"150,152","150,152",2,Y,"150,152",3
A World History of Architecture,S. Irene,41.009722, 28.981111,"Constantinople, Turkey",Constantinople,,Turkey,Asia,6,,532,564,N,,,,,,,,,,,,,,,,,,,,"149,155",,1,N,,3
A World History of Architecture,Garabit Viaduct,44.975278, 3.1775,"Garabit, France",Garabit,,France,Europe,19,,1880,1884,N,Gustave Eiffel,,,,,,,,,,,,,,,,,,,444-445,445,1,N,,2
A World History of Architecture,Notre-Dame at Laon,49.5643, 3.625,"Laon, France",Laon,,France,Europe,12,,1155,1205,N,,,,,,,,,,,,,,,,,,,,"231-233,238","231,233,238",3,Y,231,5
A World History of Architecture,St. Sophia,50.452778, 30.514444,"Kiev, Ukraine",Kiev,,Ukraine,Europe,11,,1037,1050,N,,,,,,,,,,,,,,,,,,,,156-157,156-157,2,N,,3
A World History of Architecture,Cathedral of the Dormition of the Virgin,50.457778, 30.5175,"Kiev, Ukraine",Kiev,,Ukraine,Europe,10,,989,996,N,,,,,,,,,,,,,,,,,,,,156,156,1,Y,156,4
A World History of Architecture,Church of the Transfiguration of the Savior on Elijah Street,58.5169, 31.2969,"Novgorod, Russia",Novgorod,,Russia,Europe,14,,1374,,N,,,,,,,,,,,,,,,,,,,,158,158,2,Y,158,3
A World History of Architecture,Mortuary Temple of Queen Hatshepsut,25.738278, 32.606583,"Deir-el-Bahari, Egypt",Deir-el-Bahari,,Egypt,Africa,-15,,-1473,-1458,N,Queen Hatshepsut,,,,,,,,,,,,,,,,,,,"31-33,47","31,32,33",3,Y,33,5
A World History of Architecture,Mshatta Palace,31.7375, 36.010278,"Amman, Jordan",Amman,,Jordan,Asia,8,,743,744,N,,,,,,,,,,,,,,,,,,,,168-169,168,2,N,,3
A World History of Architecture,The Great Mosque at Damascus,33.511944, 36.306667,"Damascus, Syria",Damascus,,Syria,Asia,8,,706,715,N,,,,,,,,,,,,,,,,,,,,169,169,1,Y,169,2
A World History of Architecture,Desert Palace,31.801935, 36.57663,"Qusayr 'Amra, Jordan",Qusayr 'Amra,,Jordan,Asia,8,,711,715,N,,,,,,,,,,,,,,,,,,,,167-168,167-168,2,N,,3
A World History of Architecture,Cathedral of the Dormition of the Virgin,55.751111, 37.616944,"Moscow, Russia",Moscow,,Russia,Europe,15,,1475,1479,N,Aristotele Fioravanti,,,,,,,,,,,,,,,,,,,312-313,312,1,N,,4
A World History of Architecture,St. Basil the Blessed,55.7525, 37.623056,"Moscow, Russia",Moscow,,Russia,Europe,16,,1555,1560,N,,,,,,,,,,,,,,,,,,,,"156,163","156,163",2,Y,"156,163",3
A World History of Architecture,House of the Prophet,24.468333, 39.610833,"Medina, Saudi Arabia",Medina,,Saudi Arabia,Asia,7,,622,,N,,,,,,,,,,,,,,,,,,,,169,169,1,N,,2
